drug_id	smiles
drug_174174	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
drug_23897	CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
drug_867	C(C(=O)O)C(=O)O
drug_148183	CC(C(=O)O)OC1=CC=C(C=C1)OC2=CN=C3C=CC(=CC3=N2)Cl
drug_5281666	COC1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
drug_6613	CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O
drug_947	N#N
drug_164213	CC(C)C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)N[C@H](C(=O)NCC(=O)N1)CC2=CC=CC=C2)CC3=CNC4=CC=CC=C43)CCC(=O)N)CCSC
drug_1639	C1=NNC(=N1)N
drug_75834	CCCC(=O)OC1=CC=C(C=C1)[N+](=O)[O-]
drug_31234	C1=CC=C(C=C1)CCCO
drug_2354	C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N
drug_73314	CC(C)CN(C)C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N
drug_54562	CCCN1CCC[C@H]2[C@H]1CC3=C(C2)NN=C3
drug_69286	CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
drug_1547484	C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
drug_4122	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3
drug_5038	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
drug_52913813	C[C@H](C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)F)F
drug_71309820	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O
drug_10010985	C1=CC(=CC=C1[C@H]2[C@@H]3[C@@H](C4=C(C=C(C=C4O)O)[C@H]5[C@@H](OC6=C5C3=C([C@@H]2C7=C8[C@H]([C@@H](OC8=CC(=C7)O)C9=CC=C(C=C9)O)C1=CC(=CC(=C1)O)O)C(=C6)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O)O
drug_1254	CC1CCC(C(C1)O)C(C)C
drug_60612	CC1=C(C(=CC=C1)[C@@H](C)C2=CN=CN2)C
drug_443951	CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C
drug_15583	C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CBr
drug_66550890	CN1C2=CC=CC=C2C(=N[C@@H](C1=O)NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(=O)N)C3=CC=CC=C3
drug_18519	C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC(=C(C=C3)O)O
drug_2826713	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O
drug_68019246	COC1=C(C=C(C=C1)/C=C/C(=O)C2(CCCCC2)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC
drug_390	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O
drug_31640	C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F
drug_9903	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
drug_12028	CCN(CC)CC(=O)NC1=C(C=C(C=C1C)C)C
drug_65536	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O
drug_165390	CC(=C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
drug_7002	CC1=CC=CC2=CC=CC=C12
drug_25760	C1=CC=C2C(=C1)C3=CC=CC4=CC(=CC2=C43)[N+](=O)[O-]
drug_6540685	C1[C@H](N=C(C=C1/C=C/N2[C@@H](CC3=CC(=C(C=C32)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(=O)O)C(=O)O)C(=O)O
drug_10582	CC1(C2CC=C(C1C2)CO)C
drug_95575	C#CCC(C(=O)O)N
drug_10313	C1=CC=C(C=C1)C(=O)NO
drug_9794712	CC(=NCCS(=O)(=O)C[C@@H](C(=O)O)N)N
drug_4594	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
drug_30668	CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
drug_6432052	[O-2].[O-2].[O-2].[O-2].[Fe+2].[Fe+3].[Fe+3]
drug_6438577	C1=CC=C(C=C1)/C=C/CCCOO
drug_73359	CC[C@H]1[C@](CC[C@@H](O1)[C@@]2(C[C@H]([C@@](O2)([C@@]3(CC[C@H](O3)[C@H]([C@]4([C@@H](C[C@@H]([C@H](O4)C[C@@]5([C@H](CC[C@@H](O5)[C@@H](C)[C@@H](C[C@H]6[C@@H](C[C@@H]([C@H](O6)[C@@H](C)C(=O)O)C)C)O)C)O)C)C)O)O)C)O)C)C)(C)O
drug_439306	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O
drug_1549025	CC(=CCC/C(=C\COC(=O)C)/C)C
drug_124203921	C1=CC=C(C=C1)CN2C(=NN=C2SC3=NC=NC4=C3SC5=C4C=CC=N5)C6=CC=NC=C6
drug_787	NO
drug_16745295	C[C@@H]1CC[C@@]2(C([C@@]1(C)CCC3=CC(=O)OC3)CCC=C2C(=O)O)C
drug_3854666	C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br
drug_22502	CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O
drug_6458	C1=CC=C(C=C1)[Si](C2=CC=CC=C2)(C3=CC=CC=C3)Cl
drug_996	C1=CC=C(C=C1)O
drug_72304	C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O
drug_123807	C1CCC(C1)NC2=C3C(=NC(=N2)Cl)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O
drug_6918114	C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC(=O)C4[C@]3(CCC5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)O)C)C)C2[C@H]1C)C)C
drug_64505	CP(=O)(OC1CCCCC1)F
drug_2294	CCC1(C(=O)NC(=O)NC1=O)CC
drug_31236	C1=CC=C(C=C1)OCCO
drug_5092	COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3
drug_119373	COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC
drug_6237	CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I
drug_10248465	COCC[C@H]1CC2C[C@@]3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
drug_53229972	CC(=O)OCOC1=CC2=C(C=C1CCC(=O)OCOC(=O)C)C3(C4=C(C=C(C=C4)C(=O)OCOC(=O)C)C(=O)O3)C5=C(O2)C=C(C(=C5)CCC(=O)OCOC(=O)C)OCOC(=O)C
drug_133314	CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)C(=O)O)C(=O)O3)C5=C(O2)C=C(C=C5)OC(=O)C
drug_105010	CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C
drug_26937	CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O
drug_158385	CCC1=C(C2=CC3=NC(=CN=C4C=C(C(=CC4=NC=C5C(=C(C(=N5)C=C1[N-]2)CCCO)C)OCCOCCOCCOC)OCCOCCOCCOC)C(=C3CCCO)C)CC.CC(=O)[O-].CC(=O)[O-].[Gd+3]
drug_31288	CCCCOCCOCCOC(=O)C
drug_165528	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.O
drug_5235	[F-].[Na+]
drug_6439663	CCCC/C=C\CCCCCCCCCC1=C(C(=CC=C1)O)O
drug_15106	C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl
drug_5920	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
drug_8346	CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC
drug_67473	C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1
drug_107526	C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O
drug_451489	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C
drug_3651705	C1=CC=C(C(=C1)CSC2=NC3=C(C(=O)N2CC4=CC=C(C=C4)C(=O)O)SC=C3)C#N
drug_10130527	C1CN(C(=N1)N)CC2=CN=C(C=C2)Cl
drug_657348	C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C.C1=CC=C(C(=C1)C(=O)O)O
drug_11496886	CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(C=CC(=C2)I)C(=O)O
drug_67683363	C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC
drug_6438654	CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2.C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
drug_122278	CC1(CC(=O)C(C(=O)C1)Cl)C
drug_154257	CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O
drug_25199580	C1CC(C1)(C(=O)O)C(=O)O.N.N.[Pt]
drug_93306	C[C@H]1[C@@H](CCC2=CC(=O)[C@]3([C@@H]([C@]12C)O3)C(=C)CO)O
drug_259776	CC(=O)O[C@@H]1[C@@H]([C@]2(CC[C@H]3[C@H]([C@@]24[C@@H]1O4)CC[C@]5([C@@]3(CC[C@@H](C5)O)C)O)C)C6=COC(=O)C=C6
drug_65045	C1=CC2=C(C=C1N)SC3=CC(=N)C=CC3=N2.Cl
drug_439190	C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O
drug_134612705	CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4C=C(N=N4)CN5CCN(CC5)C)OC
drug_1346	COC1=CC=CC=C1N2CCNCC2
drug_6438138	C/C(=C\CO)/CC[C@H]1C(=C)CC[C@@H]2[C@@]1(CCC[C@]2(C)C(=O)O)C
drug_2685	CN1C=C(N=C1C2=CC=C(C=C2)OCC(CNCCOC3=CC(=C(C=C3)O)C(=O)N)O)C(F)(F)F
drug_5906	C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N
drug_135398641	C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
drug_5443	C1=CC=C(C(=C1)C(=O)O)S
drug_11282283	C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6
drug_71651	C1=CC=C(C=C1)C(=O)NCCC(=O)O
drug_160609	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OO)C)C
drug_6263	CCS(=O)CC
drug_26295	C1=CC=C(C=C1)OC2=CC=CC(=C2)CO
drug_154730686	C[C@H]([C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)O)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@H](C(C)C)N)O
drug_95738	C1=CC(=CC=C1C(=O)O)S
drug_5312120	CCCCCCCOC1=CC2=C(C=C1/C(=C/C3=CC=C(C=C3)C(=O)O)/C)C(CCS2(=O)=O)(C)C
drug_11497983	CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O
drug_5281647	C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O
drug_3035784	CCCCCCCCC(=O)NCC1=CC(=C(C=C1)CC(CO)O)OC
drug_134388	CC1=CC=C(C=C1)S(=O)(=O)O.CN(C)CCC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4
drug_9543540	C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NC2=CC=CC=C2N
drug_431	C[N+]1=CCCC1C2=CN=CC=C2
drug_71226662	CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5
drug_56855	CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)NCCSSC5=CC=C(C=C5)[N+](=O)[O-]
drug_4054	CC12CC3CC(C1)(CC(C3)(C2)N)C
drug_11643449	CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
drug_18780	CC1=C2C(=CC=C1)C=CC3=C2C=CC4=CC=CC=C43
drug_65359	C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
drug_53394627	CCCCCCC1=CC(=CC=C1)NC(=O)C(CCP(=O)(O)O)N
drug_5281878	C1CN(CCN1CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
drug_9883002	C1C(S1)CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3
drug_16050824	C[C@@H](C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N
drug_5281744	C/C=C\1/CC(=C)[C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(CO)O
drug_6277	CC(=O)[O-].CC(=O)[O-].[Co+2]
drug_23725123	C1=CC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)C#N)N
drug_436156	CC(CC1=CC=CS1)NC
drug_358641	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N.COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
drug_5280590	CCCCCCCC/C=C/CCCCCCCC(=O)OC
drug_4871	CC(=CCC1=C2C(=C3C(=C1O)C(=O)C(=CO3)C4=CC(=C(C=C4)O)O)C=CC(O2)(C)C)C
drug_3383	C1=CC=C(C(=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O)C(=O)O
drug_3120	CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl
drug_62313	CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9C7[C@@](C=CC9)([C@H]([C@@](C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
drug_3236	CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
drug_64776	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)[O-])O)O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2]
drug_162381	CC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
drug_9892294	C1[C@H]([C@H]1C2=CC=C(C=C2)Cl)CO[C@]3(C[C@H]([C@H]([C@@H](C3)OC(=O)/C=C/C4=CC=C(C=C4)O)O)O)C(=O)O
drug_161120	CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5O)C(C)(C)C)C(C(=O)OC6O4)O)O
drug_101895417	CC(C)(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF
drug_5487298	CC(=CCC1=C(C(=CC(=C1)C2=COC3=C(C2=O)C(=CC(=C3)O)OC)O)O)C
drug_71415	C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
drug_8561	CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCC
drug_12001	CCOC(=O)N(C)N=O
drug_9808022	C1=CC=C(C=C1)CCC2=CC=C(C=C2)COC3=CC=CC=C3CCN(CCCCC(=O)O)CC4=CC=C(C=C4)C(=O)O
drug_485454	[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].O.O.O.O.[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo]
drug_442009	CC(C)C1=C(C(=C2C(=C1)[C@@H]3C[C@@H]4[C@@]2(CCCC4(C)C)C(=O)O3)O)O
drug_3365	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
drug_2577	CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F
drug_5311432	CC1=NC(=CC=C1)/C=C/C2=CC=CC=C2
drug_18827	CCCCCC(C=C)O
drug_6378383	CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCNC)/C3=CC=CC=C3
drug_6324659	CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3CCCCC3)[C@H]([C@H](C4CC4)O)O
drug_454937	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)[S-])O)O)O)O.[Au+]
drug_24896601	C/C(=C\[C@@H]1[C@H](C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F)/C#N
drug_6324647	CC1=CNC(=C1C(=O)O[C@@H](C)C2=CC[C@@]34[C@@]2(C[C@H]([C@@]56C3=CC[C@H]7[C@@]5(CC[C@](C7)(O6)O)C)O)CN(CCO4)C)C
drug_439262	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O
drug_5388906	CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O
drug_255	C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)OC2=CC=C(C=C2)[N+](=O)[O-]
drug_65034	CCOC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)C3=CC=CC=C3
drug_38037	C1=CC(=CC(=C1)Cl)C2=CC(=CC(=C2)Cl)Cl
drug_2372	CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O
drug_61063	C[N+]1(CC[C@]23[C@@H]4[C@@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O)C
drug_19235	C1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)O
drug_5794	CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2
drug_18794	C1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(S2)S(=O)(=O)N
drug_122173182	C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O[C@]4([C@@H]([C@H](C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O
drug_195004	CCCCCC[C@H]1[C@@H](OC1=O)C[C@H](CCCCC)OC(=O)[C@H](C(C)C)NC=O
drug_3619	CC(=O)OCOC(C1=CC2=CC=CC=C2C=C1)P(=O)(OCOC(=O)C)OCOC(=O)C
drug_1415	CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)OO
drug_125017	CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
drug_132927	CCCC[P+](CCCC)(CCCC)CC1=CC=C(C=C1)NC(=O)[C@H](CC2=CC3=CC=CC=C3C=C2)NC(=NC4CCCCC4)NC5CCCCC5.[Cl-]
drug_129845854	C1CC(C(C(C(C(C1)(Br)Br)(C2C=CC=C2)Cl)(Cl)Cl)(Cl)Cl)Cl
drug_107737	[C@H]1([C@H](C([C@@H]([C@@H](C1O)O)O)OP(=O)(O)O)O)O
drug_11831	C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-]
drug_148123	CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O
drug_5311128	CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6
drug_9871419	CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F
drug_16158208	C[C@H]1C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)CNC(=O)[C@@H](NC2=O)[C@@H](C)O)C(=O)N[C@@H](CC4=CC=C(C=C4)O)C(=O)O)C(=O)N[C@@H](CSSC[C@@H](C(=O)N3)N)C(=O)N[C@H](C(=O)N5CCC[C@H]5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O
drug_71158	CC(=O)NCCCS(=O)(=O)O
drug_153965	CCC(CC)CC(=O)C1=C(C2=CC(=C(C(=C2C(=C1C(=O)OC)C3=CC(=C(C=C3)OC)OC)OC)OC)OC)O
drug_39941	CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)Cl)C(=O)O
drug_11969006	C[C@]12C[C@@]3([C@H]4C[C@@]1(C4([C@@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H](C([C@@H]([C@H](O6)COC(=O)C7=CC=CC=C7)O)O)O)O
drug_6603542	CN/C(=C/[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C.Cl
drug_2689	CN1CCN(CC1)C2=NC3=C(C=CC(=C3)C(F)(F)F)N4C2=CC=C4
drug_55191	CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C
drug_9577443	C1CNC(=O)/C(=N/O)/CC2=CC(=C(C(=C2)Br)O)OC3=C(C=C(C/C(=N/O)/C(=O)NCCC4=CC(=C(C=C4)OC5=C(C=CC1=C5)O)Br)C=C3Br)Br
drug_7367	C1=CC=C(C=C1)C(Cl)(Cl)Cl
drug_164619	COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O
drug_5484731	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O)O[C@H]3[C@H](C=C4)O
drug_177253	C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CCC3=CCC(OC3)C4=CC(=O)O[C@H]4O)CCCC2=C)C
drug_46930993	CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)[C@@H](C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C
drug_16131098	CC[C@H](C)[C@H]1C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)N[C@@H](CC(=O)N)C(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)N[C@@H](CC7=CC=C(C=C7)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CN=CN2)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC2=CC=CC=C2)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)[C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)CN
